Pergunta,Resposta
,"A invalidez total e permanente ocorre quando não há expectativa de recuperação ou reabilitação com os recursos terapêuticos disponíveis no momento do diagnóstico, impedindo a pessoa de exercer uma atividade que garanta sua subsistência. É uma condição séria que requer atenção e cuidados adequados."
,"Dentro do plano de previdência da Quanta, a cobertura de morte abrange todas as causas. A indenização contratada é disponibilizada como um aporte dentro do plano do participante, e os beneficiários têm a liberdade de escolher a melhor forma de receber essa pensão. Cada pessoa pode optar por uma determinada forma de renda ou fazer um saque inicial de até 25% do saldo que lhe é destinado. Flexibilidade e segurança para atender às necessidades individuais."
,"Para contratar ou aumentar a Proteção Familiar, basta acessar o app do plano e ir ao menu Serviços e selecionar Proteção Familiar. Se surgirem dúvidas ou ocorrer algum impedimento durante o processo, entre em contato com a Central de Relacionamento clicando no ícone de e-mail abaixo e envie sua solicitação. Estamos aqui para ajudar! 😉"
,Sobre o que você quer falar?
,Você precisa do informe de qual ano? Ex: 2023
,"A tabela progressiva leva em consideração o valor da renda recebida. Quanto maior a renda mensal, maior será a alíquota aplicável no momento do recebimento, conforme a tabela vigente, sobre o valor total recebido. 

Em caso de resgate, seja total ou parcial, o montante será tributado a uma alíquota de 15%.

Os participantes que optam pela tabela progressiva devem ajustar os valores recebidos da previdência (seja como renda ou resgate) em sua Declaração Anual de Imposto de Renda.

E que tal explorar a ACQUA? Nossa plataforma de educação oferece dezenas de soluções para ajudá-lo a tomar as melhores decisões financeiras."
,"A tabela regressiva leva em conta o prazo de acumulação de cada contribuição. Quanto mais tempo o recurso permanecer no plano, menor será a alíquota aplicada no momento do recebimento sobre o valor total.

A tributação na tabela regressiva é feita exclusivamente na fonte, o que significa que não há necessidade de ajuste na declaração anual de Imposto de Renda.

Essa tabela adota a metodologia PEPS (Primeiro que Entra, Primeiro que Sai), tributando os recursos mais antigos primeiro, para garantir que o participante pague a menor alíquota possível.

Até 2 anos: 35%
De 2 a 4 anos: 30%
De 4 a 6 anos: 25%
De 6 a 8 anos: 20%
De 8 a 10 anos: 15%
Acima de 10 anos: 10%

E que tal explorar a ACQUA? Nossa plataforma de educação oferece dezenas de soluções para ajudá-lo a tomar as melhores decisões financeiras."
,"A Lei nº 14.803/2024, que alterou a Lei nº 11.053/2004, passa a permitir que o participante/assistido de planos de previdência privada possa fazer a escolha pelo regime de tributação no momento da entrada em benefício ou solicitação de resgate e não mais no momento do ingresso ao plano. 
O Participante que estiver na fase de contribuição e que aderiu o plano antes da vigência da nova lei (11/01/2024) terá a opção de mudar a alíquota (se retratar/voltar atrás da escolha) mesmo que já tenha feito um resgate parcial no passado, a partir da próxima retirada terá que escolher qual alíquota prefere e esta será definitiva.<br>br>
Para os participantes que aderiram ao plano após a vigência da Lei nº 14.803/2024 e que estão na alíquota Progressiva, terão a opção de alterar para a Regressiva no momento do resgate ou benefício, porém, o inverso não será permitido.   Os assistidos que entraram na fase de recebimento de renda (aposentadoria programada, invalidez e beneficiários) até a vigência da nova lei poderão alterar a alíquota de Progressiva para Regressiva a qualquer tempo e está será irretratável. 
Para os participantes que demonstrarem interesse em proceder o resgate com mudança de tributação (DE: Regressiva PARA: Progressiva): Vamos proceder os resgates normalmente, porém, vamos solicitar que o participante assine uma solicitação de mudança de tributação através de formulário.O formulário deve ser solicitado diretamente para a nossa Central de Relacionamento, clicando no ícone e-mail. "
,"Deduzir é sinônimo de reduzir, diminuir, abater. Com esse incentivo, o participante de um plano de previdência no modelo PGBL, FGB ou Plano Fechado poderá informar em sua Declaração Anual de Imposto de Renda (Modelo Completo) as contribuições realizadas ao longo do ano, diminuindo a base de cálculo do imposto.
Lembrando que, para deduzir é necessário ter pelo menos uma contribuição ao INSS no ano.  O Governo permite que o participante deduza até 12% da sua renda bruta anual com os valores investidos na previdência (incluindo contribuições para as coberturas de risco). Os valores contribuídos ao plano de dependentes também são dedutíveis, desde que estejam em dia com as contribuições do INSS (para maiores de 16 anos), como já mencionamos.  Vale lembrar que os planos VGBL (Vida Gerador de Benefício Livre) não podem ser utilizados para fins de dedução fiscal na declaração anual do imposto de renda, pois são considerados como aplicações financeiras."
,"O participante poderá solicitar isenção do Imposto de Renda caso seja portador de doenças graves. Essa declaração deve ser reconhecida por um órgão oficial da União.

São consideradas doenças graves pela legislação brasileira: aids, alienação mental, cardiopatia grave, cegueira, contaminação por radiação, Paget, Parkinson, esclerose múltipla, espondiloartrose anquilosante, fibrose cística, hanseníase, nefropatia grave, hepatopatia grave, neoplasia maligna (câncer), paralisia irreversível e incapacitante e tuberculose ativa"
,"O saldo acumulado não deve ser lançado no seu ajuste anual , e sim as contribuições (aporte, contribuições mensais e proteções familiares) realizadas no seu plano no ano anterior.
O seu contador pode te auxiliar caso ainda existem dúvidas em relação ao que deve ser declarado. "
,"Para realizar o lançamento de suas contribuições em seu imposto de renda, é necessário seguir alguns passos. :footprints: <br> <br>
Primeiro deve acessar o programa IRPF, após isso selecionar o campo Pagamentos Efetuados e inserir o Código 36, que é referente a Previdência Complementar. :thinking: <br> <br>
Em seguida assinalar o campo Titular e informar o valor total das suas contribuições para o seu plano. 
Caso tenha contratado em seu plano alguma proteção, ela deve ser incluída no valor declarado. :wink: 
Seguindo esses passos o que você contribui para a sua previdência complementar estará declarado para o seu imposto de renda.🥳  Clique abaixo para ver como lançar o resgate de acordo com a sua alíquota:"
,"No informe de rendimentos, você de informar os valores que estão no item 3. Rendimentos Tributáveis, deduções e imposto sobre a renda retido na fonte > informar os valores que estão no item 3.1 e 3.5. "
,"No informe de rendimentos, você de informar os valores que estão no item 5. Rendimentos sujeitos á tributação exclusiva (rendimento liquido) > informar o valor liquido recebido que está no item 5.3. utilizando o código 12. "
,"Entendi que você quer falar sobre aposentadoria, escolha uma das opções abaixo:"
,Com quantos anos gostaria de se aposentar?
,"Para maiores informações sobre entrada em benefício, você deve realizar contato com nossa Central de Relacionamento para receber uma simulação dentre as 3 formas de renda disponíveis.<br>
Caso já tenha recebido a simulação e tenha definido sua opção de renda, se você ainda é cooperado entre em contato com seu gerente para que ele formaliza sua solicitação. Se não possui mais vinculo com a sua cooperativa > acesse o menu OUTRAS SOLICITAÇÕES, faça download do formulário de solicitação de entrada em benefício de aposentadoria programada ou aposentadoria por invalidez e encaminhe a via original autenticada clicando no ícone abaixo e-mail e envie o formulário preenchido juntamente com seu documento de identificação autenticado."
," Entendi, quanto às formas de recebimento de renda posso lhe dizer que...
I - Renda mensal por prazo indeterminado, com aplicação de percentual calculado atuarialmente de acordo com expectativa média de sobrevivência, e com base na idade que o requerente possuir na data do cálculo do benefício;<br>
II - Renda mensal por prazo determinado, cujo prazo mínimo de recebimento de benefício não poderá ser inferior a 5 (cinco) anos;<br>
III - Renda mensal por prazo indeterminado, com aplicação de percentual escolhido pelo requerente entre 0,1 % e 1,0% sobre o saldo da Conta Benefício;<br>
IV – No momento da concessão de benefício, é permitido que o participante saque até 25% do seu saldo da Conta Benefício."
,"Se preferir, você pode continuar contribuindo para o plano, aumentando ainda mais sua reserva para a previdência e, consequentemente, sua renda futura. Além disso, há também a opção de solicitar o benefício antes do previsto. A escolha é sua! Estamos aqui para ajudar a tornar seu futuro financeiro ainda mais seguro e flexível. 😊"
,"O Benefício Mínimo do plano é de R$ 400,00."
,"O Benefício Mínimo do plano é de R$ 500,00."
,"O Benefício Mínimo do plano é de R$ 400,00."
,"Se você é aposentado ou beneficiário e deseja alterar a conta para recebimento da renda, é simples! Basta clicar no ícone de e-mail, selecionar o tipo de contato e enviar sua solicitação para nossa Central de Relacionamento. Estamos prontos para atender e ajudar você com essa alteração. 😊"
,"Entendi que você precisa efetuar um pagamento. <br>
Qual boleto gostaria?"
,"Qualquer pagamento via boleto bancário, inclusive em situações que vão além de contribuição ao plano de previdência, requer um tempo para ser compensado. Isso acontece porque os bancos precisam repassar o valor pago para a instituição que deve receber.

Lembrando que, para o valor aportado ser somado ao saldo da conta do participante é necessário transformar o dinheiro aplicado em cotas do fundo de investimento (plano de previdência). O prazo de cotização é de 5 dias úteis.

Entretanto, se você já realizou o pagamento do boleto que consta em aberto, peço que envie o comprovante para que possamos dar baixa clicando no ícone e-mail”"
,"Pensando em te ajudar, será que seria um desses? Se ainda não for, digite sobre o que deseja conversar. :smile:"
,"A portabilidade é um direito de cada participante, mas é essencial que se faça um estudo comparativo antes de tomar uma decisão. Há questões regulamentares e legais que podem influenciar na escolha. <br>
Os planos fechados possuem as mesmas características tributárias de um PGBL. <br>
Já os Planos VGBL não podem ser portados, pois estão na carteira de vida. No entanto, existe a possibilidade de resgatar o recurso e trazê-lo para a Quanta por meio de aportes. Se você tiver interesse em realizar a portabilidade, informe-nos qual o tipo de portabilidade deseja fazer para que possamos fornecer todas as informações necessárias. Estamos aqui para ajudar! <br> Para maiores informações informe qual o tipo de portabilidade tem interesse:"
,"Eba! Ficamos muito felizes que você gostaria de trazer seus recursos 😁

Caso a outra entidade seja aberta, é necessário enviar um extrato de sua previdência para o seu gerente de conta ou para nós, no botão E-mail logo abaixo, para que o processo de inicie. <br>
Se a outra entidade for fechada, a portabilidade se inicia lá, sendo realizada a saída de seu saldo para cá. 

Caso já tenha solicitado uma portabilidade, digite que quer ser atendido por um de nossos atendentes humanos 😉"
,"Após completar o período de carência de 12 meses, você tem a possibilidade de transferir seus recursos para outra Entidade, uma decisão crucial para o seu planejamento financeiro. Recomendamos que entre em contato com seu gerente de conta ou com a Central de Relacionamento Quanta para que possamos realizar uma análise comparativa entre os Planos disponíveis e fornecer informações detalhadas sobre as vantagens de cada um 

Se a opção de portabilidade de saída for a sua escolha, por favor, entre em contato com seu gerente para formalizar a solicitação. Caso não tenha mais vínculo com a cooperativa, é simples: clique no ícone de e-mail e envie o termo de opção de portabilidade de saída, disponível na área restrita do site do plano, no menu > documentos. Estamos à disposição para orientar e facilitar todo o processo."
,"Você sabia que é possível realizar a portabilidade do seu plano da Quanta para outro plano também administrado pela Quanta? Sim, é muito fácil! .  Tudo o que você precisa fazer é entrar em contato com o seu gerente para formalizar a sua solicitação.
Caso você não tenha mais vínculo com a sua cooperativa, peça para falar com o meu colega humano, que ele irá realizar todo o procedimento. Estamos aqui para ajudar!"
,"Os planos administrados pela Quanta não são nem PGBLs ou VGBLs, são planos fechados com características tributárias de um PGBL, por isso os participantes podem usufruir do benefício fiscal e trazer recursos de outros planos através da portabilidade."
,"Os planos administrados pela Quanta são regulamentados pela PREVIC, não possuímos código SUSEP, nosso código é o CNPB sob o seguinte número: 20.040.027-11."
,O que você gostaria de saber?
,"O Quanta Mobile é um aplicativo disponível na Google Play e App Store que permite acessar rapidamente os dados do seu plano. Com ele, você pode realizar o primeiro acesso e criar sua conta de maneira fácil e rápida. Baixe agora mesmo e comece a gerenciar seu plano de forma mais prática e eficiente! Estamos sempre trabalhando para tornar sua experiência cada vez melhor."
,"Ao acessar o aplicativo , abaixo do campo senha > clicar em esqueci a senha >  confirmar os dados > escolher a forma que deseja receber o código > inserir o código  > criar uma nova senha > fazer login."
,"É uma pena que o seu aplicativo esteja apresentando erro para acessá-lo. :sad:

Sugiro para que verifique os dados cadastrais,  como o e-mail e senha , e se eles estão corretos. ✍️

Existe a possibilidade de você estar utilizando um e-mail não cadastrado em nosso sistema, sendo necessário realizar uma alteração cadastral. Para isso, clique no ícone abaixo e-mail e nos envie seus dados para atualizar. <br>Também oriento para que verifique se o seu aplicativo está atualizado, para isso é só ir até a loja de aplicativos em que baixou o app da Quanta.

Caso o aplicativo esteja atualizado e você esteja usando o mesmo e-mail que fez o cadastro inicialmente, e o app apresentar alguma instabilidade ao consultar o plano ou realizar alguma operação, peço para que clique no menu   serviços > configurações > informações > compartilhar e envie um e-mail para a Quanta com o print do erro para que possamos ajustar :thumbsup:"
,"Atualmente seu perfil de investimento é $perfilInvestimento. <br>
As alterações do perfil de investimento dos participantes possuem janelas individualizadas, que seguem um prazo específico. A cada seis meses, é possível efetuar modificações. Este prazo também se aplica a novas adesões.

Os participantes têm até o último dia do mês em que solicitaram a troca para cancelar a requisição. A operacionalização, ou seja, a efetivação da alteração, ocorre até o dia 15 do mês subsequente à solicitação.
A janela individualizada de 6 meses, necessária para aguardar uma nova alteração, é contada a partir do mês de efetivação.

Para exemplificar, caso um participante solicite uma troca no dia 4 de janeiro, ele tem até o dia 31 do mesmo mês para cancelar a solicitação. Quanto à operacionalização, essa será realizada até o dia 15 de fevereiro, consolidando assim a alteração solicitada.
Caso o participante deseje efetuar novas trocas posteriormente, ele estará apto a realizá-la "
,Qual sua dúvida com relação a financeiro?
,"Não se preocupe! De acordo com a Febraban, todos os boletos devem ter um número de registro, mas esse processo não é automático e pode levar até 24 horas para ser concluído. Sendo assim, peço que aguarde esse prazo antes de refazer o pagamento. Estamos trabalhando para garantir a segurança e eficiência em todos os processos. Agradecemos sua compreensão!"
,"A solicitação de estorno pode ser realizada diretamente com seu gerente da cooperativa em até 48 horas após o débito da contribuição. <br>Caso você não tenha mais vinculo com a sua cooperativa, clique em e-mail selecione o tipo de contato > solicitação de estorno e nos envie  a sua solicitação.<br>Somente é possível estornar sua contribuição para aposentadoria e contribuição extra. "
,"Se você identificou uma cobrança desconhecida relacionada ao seu plano de previdência, a melhor opção é entrar em contato com seu gerente na cooperativa para esclarecer a situação. Caso prefira, também pode falar diretamente com meu colega humano neste canal para obter assistência personalizada digitando falar com atendente. Estamos aqui para ajudar e garantir que todas as suas dúvidas sejam esclarecidas da melhor forma possível."
,"    Se você não tiver saldo no dia do vencimento da sua contribuição, pode regularizar a parcela através do menu pagamentos no app do seu plano através da emissão de um boleto bancário ou aguardar o arquivo de débito que acontece todo mês no dia 05. As parcelas que tiverem em aberto e houver saldo em conta, todas serão debitadas.

Atenção: Após 6 contribuições em atraso (seguidas ou não), as coberturas de proteção familiar serão canceladas e o valor de aposentadoria será reduzido para R$30,00.

Outra opção é buscar a sua cooperativa para que seja gerada uma nova tentativa de débito em conta antes do prazo de repique."
,"Se você não tiver saldo no dia do vencimento da sua contribuição, pode regularizar a parcela através do menu pagamentos no App Quanta.

Atenção: Após 6 contribuições em atraso (seguidas ou não), as coberturas de proteção familiar serão canceladas e o valor de aposentadoria será reduzido para R$30,00."
,
,"Uma das formas de pagamento disponíveis é boleto bancário, enquanto a outra é débito em conta (valor automaticamente debitado), que atualmente está disponível apenas para contas bancárias das cooperativas que oferecem o plano. Lembrando que as datas de vencimentos disponíveis são dia 15 e 25. <br>
A alteração da forma de pagamento é feita através do Aplicativo da Quanta.
• Menu Serviços>  Dados Cadastrais> Forma de Pagamento> Selecionar a opção desejada.  <br> <br>

Caso você queira apenas alterar a conta de débito, basta seguir o passo a passo acima, selecionar a opção débito em conta, e inserir os novos dados bancários.  <br> <br>

Importante: Caso já tenha sido gerada uma cobrança no mês de solicitação, a alteração entrará em vigência somente no mês seguinte. Esse procedimento busca evitar a duplicidade de débitos no plano dos participantes. 
Se ocorrer algum erro durante o processo, busque sua cooperativa para realizar a alteração. Ou entre em contato conosco, fornecendo uma evidência do erro, para que possamos verificar o ocorrido e proceder com sua solicitação."
,"O saldo no extrato do Plano é atualizado diariamente, após o fechamento da reserva. Isso significa que, se você consultar o saldo hoje, ele corresponderá à cota de dois dias atrás. 
Então, pagando uma contribuição hoje, essa mesma contribuição irá aparecer no saldo em até 5 dias."
,Antes de pausar a aposentadoria considere :point_down:
,"Mesmo que seja realizada a suspensão das contribuições, seu plano continua rendendo normalmente de acordo com o seu perfil de investimentos, você pode acompanhar via mobile! <br>
A suspensão é cadastrada pelo período que você determinou, mas se desejar poderá voltar a contribuir a qualquer momento, basta solicitar a reativação dentro do app. 

É importante ressaltar que a suspensão das contribuições afeta diretamente a sua projeção de saldo futuro, portanto futuramente você pode estar realizando contribuições extra para compensação!"
,"O procedimento para abertura de conta é realizado diretamente em sua agência. Por aqui, posso fornecer apenas informações sobre seu plano de previdência. Caso precise de suporte ou orientação sobre outros serviços bancários, recomendo entrar em contato com sua agência ou gerente. 😉 "
,"A  ACQUA - ACADEMIA QUANTA DE EDUCAÇÃO PREVIDENCIÁRIA  é a sua porta de entrada para a educação financeira de longo prazo. Nossa plataforma oferece a você cursos abrangentes e práticos focados nos 4 capitais sociais: saúde, social, intelectual e financeiro. Ela pode ser acessada por qualquer pessoa, seja participante de um dos planos da Quanta ou não. Basta ter 13 anos ou mais. Nossos conteúdos estão disponíveis para todos. Acreditamos no poder transformador da educação para a longevidade ativa e em sua importância na mudança do comportamento financeiro da nossa comunidade. Para acessar é muito simples! Basta entrar no website http://www.acquaeducacao.com.br/ e realizar o seu cadastro. Logo após o seu cadastro você terá acesso a conteúdos exclusivos de acordo com o seu perfil. Lembrando que não existem custos para inscrição ou matrícula em nossas soluções educacionais. "
,"Para acessar outros planos, como os de dependentes, é necessário fazer login no aplicativo ou na área restrita utilizando o cadastro do próprio participante, inserindo o respectivo CPF.

Não é possível acessar o plano de outros participantes através do seu cadastro.  Estipulamos esta medida para evitar fraudes e inconveniências.

Os planos de menores de idade necessitam de autorização e envio do documento de identificação do representante legal cadastrado para determinadas solicitações."
,"A adesão ao plano de previdência pode ser de forma digital, através do aplicativo da cooperativa no menu PREVIDÊNCIA. Se não for cooperado, procure agora mesmo uma agência Unicred ou Ailos e coopere-se 😊!"
,"Os participantes em fase de recebimento de renda (aposentadoria) não podem realizar contribuições mensais (valor cadastrado pelo participante em fase de contribuição).

Entretanto, é permitido realizar aportes extras, no qual pode ser único ou recorrente. Você pode programá-los através do aplicativo, ou então buscar a sua cooperativa para que executem esta operação.
• Aplicativo: Menu contribuições> Contribuições Extras (Aportes)> Escolher entre pagamento único ou Programar aportes>  Inserir valor e data>  Escolher opção boleto> Gerar pagamento.

Informamos também que, de acordo com a legislação atual, os planos em fase de recebimento podem realizar portabilidade de entrada."
,"A área restrita é o espaço reservado no site do plano para que você possa consultar as informações do seu planejamento. Através dele você pode verificar seu saldo, suas contribuições, seu extrato, seus dados cadastrais, obter seu informe de rendimentos e seus boletos. <br>
Você deve acessar através do https://www.quantaprevidencia.com.br/home/entre"
,"Informamos que, a partir de 01/09/2024, a Quanta passará a aceitar a assinatura dos formulários nas seguintes modalidades:
• Assinatura Física: Aceita somente com autenticação em cartório.
• Assinatura Digital: Para aqueles que optarem por esta modalidade, serão aceitas assinaturas com rastreabilidade, incluindo opções como Certificado Digital, DocuSign, Contraktor, Clicksign, entre outras."
,"Manter seus dados atualizados é muito importante para a Quanta e para isso você pode acessar a área restrita ou o aplicativo do plano. É possível alterar algumas informações como endereço, telefone, e-mail, renda, caso precise alterar outra informação e não conseguiu por estes canais, você pode clicar no ícone de e-mail e enviar a solicitação para a nossa Central de Relacionamento. "
,Sobre qual cancelamento você quer falar?
,"A contribuição mensal pode ser cancelada até as 14 horas do dia do vencimento, solicitando a inibição do débito para seu gerente de conta ou pedindo para falar com meu colega humano neste canal. Caso já tenha ocorrido o débito então você deve solicitar o estorno diretamente na sua cooperativa ou então clique no ícone e-mail e nos envie sua solicitação. <br> <br>

Se você tem parcelas de meses anteriores em aberto, deve realizar a conversão delas diretamente através do aplicativo. Segue orientações.
Menu serviços > Pagamentos > Contribuições em aberto (sem pagamento) > Selecionar > Cancelar Contribuição"
,
,"O cancelamento do plano deve ser realizado em até 7 dias corridos a partir da data de adesão. Para isso, é necessário preencher o Formulário de Cancelamento. Clique no ícone abaixo e-mail para que possamos lhe enviar o termo e prosseguir com sua solicitação.

IMPORTANTE: Solicitações sem o documento de identificação ou com assinaturas divergentes entre o formulário e o documento não serão aceitas. "
,"- Reserva de longo prazo para a conquista da liberdade financeira.<br>
- Manutenção do padrão de vida na aposentadoria e proteção da renda familiar.<br>
- Pagamento de 13 rendas por ano na fase de recebimento.<br>
- Segurança de um modelo de contas individuais garantindo o recebimento integral das reservas acumuladas.<br>
- Exclusividade de um Plano fechado.<br>
- Proteção imediata frente aos riscos de invaliez total e permanente e morte.<br>
- Incentivos fiscais<br>
- O patrimônio do participante está segregado e protegido por lei, que exige blindagem destes recursos."
,"Meu conhecimento é apenas com relação a previdência e ao seu plano. :wink:

A Central de Relacionamento de sua cooperativa pode te ajudar sobre os assuntos relacionados ao cartão :ok_hand:"
, Para emitir seu certificado de inscrição você precisa acessar MEU PLANO > Certificado do Plano.
,"A seguradora parceira é a Mongeral Aegon Seguros e Previdência S.A, CNPJ: 33.608.308/0001-73"
,"Meus colegas humanos estão prontos para oferecer consultoria personalizada e ficarão felizes em ajudar você. Para agendar um horário, basta clicar no campo de e-mail, selecionar o tipo de contato como Consultoria e escolher o melhor horário para você. Aguardamos seu agendamento e estamos ansiosos para auxiliá-lo"
,"As entidades fechadas de previdência complementar obedecem aos limites de aplicação definidos pela resolução CMN nº 4.994. Atualmente essa legislação, não permite aplicação nesse tipo de investimento, deste modo os Planos da Quanta não realizam aplicações de recursos em criptomoedas."
,"O pagamento da proteção familiar não entra em inventário se houver beneficiários cadastrados no plano, sendo um recurso destinado para despesas urgentes como também para a manutenção do padrão de vida da família."
,"Uma previdência que nasceu com o compromisso de ser simples, fácil e acessível. O Cooprev permite que as pessoas estejam no controle de suas economias para aposentadoria, tracem planos e construam seu próprio futuro. Para contratar, você precisa ter vínculo com uma das empresas que oferecem o Cooprev."
,Qual cobertura você se refere? :point_down:
,"Em planos como PGBL e VGBL, administrados por bancos e seguradoras, quando participante se aposenta e passa a receber uma renda mensal, a forma de atualização dessa renda é feita com base na inflação. Acontece que a instituição continua aplicando o saldo do participante e recebendo a rentabilidade. Já que a responsabilidade da instituição é atualizar a renda pela inflação, é “opcional” o repasse do excedente financeiro, que é a rentabilidade que excedeu a inflação do período. Algumas instituições apenas corrigem a renda e não repassam o excedente financeiro, outras repassam apenas um percentual.
Vale reforçar que não existe excedente financeiro nos planos da Quanta, isto é, 100% da rentabilidade é repassada integralmente ao saldo do participante e não apenas sobre a renda como nos planos abertos."
,"Você pode simular seu resgate, acessando o aplicativo da Quanta > Menu serviços > Resgate. "
,Gostaria de acessar um chat com um de nossos atendentes para que ele possa tentar lhe ajudar? 
,"Esse chat já faz parte da central de relacionamento da Quanta! :smile: Se você preferir nos enviar um e-mail  Clique no ícone de envelope, logo abaixo, com nome E-MAIL."
,"O pagamento via PIX está disponível apenas para Contribuições Extras, que podem ser programadas através do Aplicativo. O valor mínimo é de R$30,00 para este meio de pagamento. Ao solicitar, informe o valor desejado e escolha o método de confirmação (SMS ou e-mail).

• App: Menu serviços > Pagamentos > Fazer contribuição extra
• Área Restrita: Após realizar login com usuário e senha, clicar no menu contribuições > Contribuição extra > Selecionar o tipo de contribuição > inserir o valor > vencimento > avançar > validar com token.

Posteriormente, por meio deste canal de comunicação selecionado, você receberá um contato do ASAAS que incluirá um link para a página de pagamento, juntamente com mais detalhes sobre o plano e o aporte em questão.

Ao acessar o link, uma página com as informações do aporte e opções de pagamento via PIX ou boleto bancários será exibida. Após o pagamento via PIX, uma notificação de confirmação será exibida, juntamente com o comprovante de pagamento.

Atenção: Visando prevenir possíveis fraudes, recomendamos verificar se o nome PLANO DE BENEFICIOS PREVIDENCIARIOS e o CNPJ 48.307.635/0001-62 no plano correspondem aos da QUANTA.

Confira e adicione o endereço de e-mail mailto:cobrancas+3390493@asaas.com aos contatos."
,"O IMC é reconhecido como padrão internacional para avaliar o grau de sobrepeso e obesidade. É calculado dividindo o peso (em kg) pela altura ao quadrado (em metros).

IMC = Peso ÷ (Altura × Altura)"
,"As pessoas portadoras de doenças graves são isentas do Imposto sobre a Renda da Pessoa Física (IRPF) no Plano conforme http://www.planalto.gov.br/ccivil_03/Leis/L7713compilada.htm.
Caso você se enquadre na situação de isenção, deverá procurar o serviço médico oficial da União, dos Estados, do Distrito Federal ou dos Municípios para que seja emitido um laudo pericial comprovando a moléstia.
Caso possua outros documentos que comprovem que os rendimentos recebidos fora do plano já são isentos, peço que nos encaminhe também, como por exemplo, um extrato da aposentadoria na Previdência Social (INSS) ou no Regime Próprio (Servidor Público) e o último contracheque."
,"O IPCA (Índice Nacional de Preços ao Consumidor Amplo ),  é utilizado para medir as tendencias de inflação. Para chegar a esse índice é utilizado o preço médio necessário para comprar um conjunto de bens de consumo e serviços, comparando com períodos anteriores.
Os bens que são usados para medir esse índice são vários, como o arroz e o feijão, serviços como consulta médica e mensalidade escolar também participam desse calculo.  Para determinar os bens que entram nesse calculo é utilizado o POF (Pesquisa de Orçamentos Familiares), que é feita pelo IBGE para determinar o comportamento de consumo dos brasileiros. Atualmente participam do calculo  377 itens diferentes  Os itens são classificados em seguimentos, cada um tendo um peso na formação do índice, o de Alimentos por exemplo compõe 19,3% do IPCA. 
O impacto que o IPCA tem sobre os investimentos está na rentabilidade real do plano, que é a rentabilidade obtida com uma aplicação, descontada a inflação. Existem investimentos que são atrelados a inflação, e variações positivas e negativas do mesmo influenciam esses títulos.
O seu plano na Quanta tem anualmente um reajuste levando em conta o IPCA, para conseguir manter a mesma capacidade de consumo quando entrar em fase de beneficio. "
,"Em caso de recusa do processo de entrada de invalidez total o participante tem o recurso da junta médica. 
Nela 3 médicos, um nomeado pela seguradora, outro pelo participante como segurado e um terceiro, desempatador, escolhido pelos dois nomeados, fazem uma nova averiguação. 
Cada uma das partes pagará os honorários do médico que tiver designado; os do terceiro serão pagos em partes iguais, pelo segurado e pela sociedade seguradora. 
Entrando em contato conosco solicitando os formulários para dar entrada no processo de junta médica."
,"Entendi que você está tentando realizar a operação, mas está encontrando dificuldades. Neste caso, é necessário que eu transfira seu atendimento para um dos meus colegas humano, ele terá acesso a todas as informações e poderá ajudá-lo a realizar a operação com sucesso.

Aguarde um momento enquanto eu realizo a transferência.

Agradecemos a sua compreensão."
,"As Proteções Adicionais são uma forma de ampliar sua renda e garantir segurança financeira em casos de imprevistos. A Proteção Familiar é especialmente importante, pois oferece valores pré-determinados para garantir a manutenção da renda em caso de invalidez total e permanente ou morte do titular do plano. !  Dessa forma, em situações em que não seja possível trabalhar ou na ausência do titular, seus beneficiários recebem um valor previamente definido, minimizando as dificuldades financeiras.  Com planejamento financeiro adequado, é possível atenuar as consequências de situações inesperadas e indesejadas. Conte conosco para oferecer proteção e tranquilidade para você e sua família"
,"Não é possível suspender as suas proteções para invalidez e morte. <br> É necessário que elas sejam pagas mensalmente para que, em caso de sinistro, o capital segurado esteja ativo.  Se você deixar de contribuir, sua proteção será suspensa e a seguradora não pagará nenhum sinistro.
Caso realize a suspensão de suas contribuições básicas de aposentadoria, as suas proteções não serão suspensas. <br> Se não tiver mais interesse em manter a contribuição da proteção familiar, será necessário solicitar o cancelamento delas dentro do app Quanta.
Mas importante lembrar que ela protege sua família financeiramente na sua ausência, protege você financeiramente em caso de incapacidade, além de oferecer tranquilidade para você e sua família. "
,"Em relação à segregação de patrimônio, a Lei Complementar nº 109, em seu capítulo III, artigo 31, §3º, determina que os recursos financeiros da Entidade, os recursos financeiros dos planos de previdência bem como os recursos financeiros dos gestores de investimentos devam ser mantidos de forma segregada e contabilizados separadamente.  Neste caso, o objetivo da norma é garantir que em caso de algum problema nos gestores de investimentos, ou algum evento que ocorra sobre a Entidade, os recursos financeiros dos Planos, isto é, o dinheiro para pagamento dos benefícios dos participantes, não seja afetado.  Assim, o cumprimento desta norma garante que a Entidade poderia sofrer qualquer tipo de evento não previsto, sem que estes efeitos sejam estendidos sobre as reservas previdenciárias dos participantes."
,"O nosso plano é instituído, ou seja, entra na mesma categoria de planos destinados a entidades representativas como sindicatos e órgãos de classe, como de médicos, juízes e promotores. :astonished:
Para poder ter acesso a esses planos é necessário ter vinculo associativo entre o instituidor do plano e o participante. :thumbsup: 
Planos assim tem adesão voluntaria e individual. 
Os planos administrados pela Quanta são instituídos, destinados para aqueles cooperados na Unicred ou Ailos, e apresentam as suas características. :hugging: "
